Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,
5457,CA-2020-130631,12/29/2020,1/2/2021,Standard Class,BS-11755,United States,98026,West,OFF-FA-10000089,Office Supplies,Fasteners,Acco Glide Clips,19.6,5,0,9.604,0
5458,CA-2020-130631,12/29/2020,1/2/2021,Standard Class,BS-11755,United States,98026,West,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,68.46,2,0,20.538,0
5459,CA-2020-116680,9/4/2020,9/6/2020,Second Class,PK-19075,United States,94122,West,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,13.344,6,0.2,4.3368,2.6688
5460,CA-2020-116680,9/4/2020,9/6/2020,Second Class,PK-19075,United States,94122,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1478.272,8,0.2,92.392,295.6544
5461,US-2017-107405,3/21/2017,3/25/2017,Standard Class,TS-21205,United States,28806,South,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,16.272,1,0.2,-3.8646,3.2544
5462,CA-2020-101574,9/28/2020,10/4/2020,Standard Class,BD-11725,United States,90032,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3,0,4.4352,0
5463,CA-2017-146591,1/19/2017,1/20/2017,First Class,TS-21340,United States,85254,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,10,0.7,-23.716,22.638
5464,CA-2017-146591,1/19/2017,1/20/2017,First Class,TS-21340,United States,85254,West,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.064,4,0.2,19.6224,11.2128
5465,CA-2017-146591,1/19/2017,1/20/2017,First Class,TS-21340,United States,85254,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,5,0.2,36.693,21.744
5466,CA-2017-146591,1/19/2017,1/20/2017,First Class,TS-21340,United States,85254,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47,5,0.7,-320.597,127.029
5467,CA-2017-107706,2/14/2017,2/19/2017,Second Class,ST-20530,United States,77095,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",16.176,3,0.2,6.066,3.2352
5468,CA-2019-122448,6/9/2019,6/14/2019,Standard Class,DB-13210,United States,94109,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,0.2,13.7646,24.4704
5469,CA-2017-132451,9/26/2017,9/27/2017,First Class,KF-16285,United States,92105,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.552,3,0.2,73.194,117.1104
5470,CA-2017-132451,9/26/2017,9/27/2017,First Class,KF-16285,United States,92105,West,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,19.44,3,0,9.3312,0
5471,CA-2019-158547,5/30/2019,6/4/2019,Standard Class,JM-16195,United States,45011,East,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,123.92,5,0.2,9.294,24.784
5472,CA-2020-116946,12/19/2020,12/23/2020,Standard Class,TS-21505,United States,80134,West,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,13.36,5,0.2,4.008,2.672
5473,CA-2020-116946,12/19/2020,12/23/2020,Standard Class,TS-21505,United States,80134,West,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,78.256,2,0.2,-17.6076,15.6512
5474,CA-2020-116946,12/19/2020,12/23/2020,Standard Class,TS-21505,United States,80134,West,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,102.018,7,0.7,-183.6324,71.4126
5475,CA-2020-121741,12/26/2020,12/26/2020,Same Day,YC-21895,United States,68025,Central,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,750.68,2,0,37.534,0
5476,CA-2020-169691,6/15/2020,6/18/2020,First Class,Dp-13240,United States,55369,Central,OFF-LA-10002312,Office Supplies,Labels,Avery 490,44.4,3,0,22.2,0
5477,CA-2020-169691,6/15/2020,6/18/2020,First Class,Dp-13240,United States,55369,Central,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",84.55,5,0,22.8285,0
5478,CA-2020-169691,6/15/2020,6/18/2020,First Class,Dp-13240,United States,55369,Central,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.94,3,0,8.7906,0
5479,CA-2019-121356,11/20/2019,11/24/2019,Standard Class,SJ-20500,United States,19711,East,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",128.4,3,0,62.916,0
5480,CA-2017-101770,3/31/2017,4/4/2017,Standard Class,KB-16240,United States,33180,South,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,1.869,1,0.7,-1.3083,1.3083
5481,CA-2020-105487,10/8/2020,10/14/2020,Standard Class,CS-12250,United States,92105,West,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,103.192,1,0.2,11.6091,20.6384
5482,CA-2020-105487,10/8/2020,10/14/2020,Standard Class,CS-12250,United States,92105,West,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36,2,0,6.48,0
5483,CA-2020-105487,10/8/2020,10/14/2020,Standard Class,CS-12250,United States,92105,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,239.96,4,0,115.1808,0
5484,CA-2020-105487,10/8/2020,10/14/2020,Standard Class,CS-12250,United States,92105,West,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,40.68,2,0,0.4068,0
5485,CA-2020-148999,1/30/2020,2/4/2020,Standard Class,EB-13870,United States,33142,South,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",419.136,4,0.2,-68.1096,83.8272
5486,CA-2017-107573,12/12/2017,12/17/2017,Standard Class,PB-19150,United States,33178,South,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,23.472,3,0.2,7.6284,4.6944
5487,CA-2018-156608,10/24/2018,10/29/2018,Standard Class,MT-18070,United States,78207,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.592,4,0.8,-6.286,2.8736
5488,CA-2020-134495,4/1/2020,4/4/2020,Second Class,BF-11020,United States,32216,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,3,0.2,-5.6943,4.7952
5489,CA-2020-134495,4/1/2020,4/4/2020,Second Class,BF-11020,United States,32216,South,OFF-LA-10000262,Office Supplies,Labels,Avery 494,6.264,3,0.2,2.0358,1.2528
5490,CA-2020-134495,4/1/2020,4/4/2020,Second Class,BF-11020,United States,32216,South,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,20.808,3,0.2,1.8207,4.1616
5491,CA-2020-134495,4/1/2020,4/4/2020,Second Class,BF-11020,United States,32216,South,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",218.352,3,0.2,-19.1058,43.6704
5492,CA-2020-164098,1/26/2020,1/27/2020,First Class,CG-12520,United States,77070,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",18.16,2,0.2,1.816,3.632
5493,CA-2017-105249,11/28/2017,11/28/2017,Same Day,DH-13675,United States,94122,West,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,7.36,2,0,0.1472,0
5494,CA-2017-105249,11/28/2017,11/28/2017,Same Day,DH-13675,United States,94122,West,OFF-LA-10002043,Office Supplies,Labels,Avery 489,41.4,4,0,19.872,0
5495,CA-2017-105249,11/28/2017,11/28/2017,Same Day,DH-13675,United States,94122,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4,0.15,-4.8392,61.6998
5496,CA-2018-113523,9/4/2018,9/8/2018,Standard Class,SC-20440,United States,19140,East,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,7.656,4,0.7,-6.1248,5.3592
5497,CA-2020-117821,6/12/2020,6/16/2020,Standard Class,HG-15025,United States,43302,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,63.92,2,0.2,19.176,12.784
5498,CA-2020-164378,7/15/2020,7/18/2020,Second Class,MM-18055,United States,10024,East,OFF-AR-10001177,Office Supplies,Art,Newell 349,6.56,2,0,1.9024,0
5499,CA-2020-164378,7/15/2020,7/18/2020,Second Class,MM-18055,United States,10024,East,OFF-LA-10000634,Office Supplies,Labels,Avery 509,7.83,3,0,3.6018,0
5500,CA-2020-164378,7/15/2020,7/18/2020,Second Class,MM-18055,United States,10024,East,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2,0,8.799,0
5501,CA-2020-164378,7/15/2020,7/18/2020,Second Class,MM-18055,United States,10024,East,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,664.146,6,0.1,88.5528,66.4146
5502,CA-2020-164378,7/15/2020,7/18/2020,Second Class,MM-18055,United States,10024,East,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,8.96,2,0,4.3904,0
5503,CA-2020-127782,11/2/2020,11/6/2020,Standard Class,TH-21115,United States,19140,East,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,3.312,1,0.2,0.6624,0.6624
5504,CA-2020-127782,11/2/2020,11/6/2020,Standard Class,TH-21115,United States,19140,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,20.136,3,0.2,1.2585,4.0272
5505,CA-2020-127782,11/2/2020,11/6/2020,Standard Class,TH-21115,United States,19140,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,8.856,3,0.2,2.8782,1.7712
5506,CA-2020-127782,11/2/2020,11/6/2020,Standard Class,TH-21115,United States,19140,East,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859.2,4,0.4,-186.16,343.68
5507,US-2019-162026,10/8/2019,10/8/2019,Same Day,JE-15745,United States,90036,West,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,61.96,2,0,27.882,0
5508,CA-2019-150000,4/8/2019,4/14/2019,Standard Class,PG-18820,United States,30080,South,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,17.92,4,0,8.6016,0
5509,CA-2018-168529,10/8/2018,10/12/2018,Standard Class,MB-17305,United States,94122,West,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5,0,62.737,0
5510,US-2020-152569,5/15/2020,5/20/2020,Standard Class,JD-16015,United States,60653,Central,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,56.704,2,0.2,19.1376,11.3408
5511,US-2020-152569,5/15/2020,5/20/2020,Standard Class,JD-16015,United States,60653,Central,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,11.12,2,0.2,3.475,2.224
5512,US-2017-137680,2/24/2017,3/2/2017,Standard Class,JH-15430,United States,97504,West,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,4,0.2,11.1024,6.5792
5513,US-2017-137680,2/24/2017,3/2/2017,Standard Class,JH-15430,United States,97504,West,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",22.776,3,0.2,7.6869,4.5552
5514,CA-2018-103177,5/30/2018,6/1/2018,First Class,EN-13780,United States,10009,East,TEC-PH-10001795,Technology,Phones,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,239.97,3,0,2.3997,0
5515,CA-2018-103177,5/30/2018,6/1/2018,First Class,EN-13780,United States,10009,East,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2,0,44.8896,0
5516,CA-2018-103177,5/30/2018,6/1/2018,First Class,EN-13780,United States,10009,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,128.85,3,0,3.8655,0
5517,US-2019-138408,11/18/2019,11/21/2019,Second Class,KC-16255,United States,35810,South,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1319.96,4,0,527.984,0
5518,CA-2020-117667,12/4/2020,12/9/2020,Standard Class,MS-17980,United States,19134,East,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,239.96,10,0.3,-10.284,71.988
5519,CA-2020-117667,12/4/2020,12/9/2020,Standard Class,MS-17980,United States,19134,East,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,54.768,2,0.2,6.846,10.9536
5520,CA-2020-117667,12/4/2020,12/9/2020,Standard Class,MS-17980,United States,19134,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,13.392,3,0.2,3.1806,2.6784
5521,CA-2020-117667,12/4/2020,12/9/2020,Standard Class,MS-17980,United States,19134,East,OFF-PA-10002709,Office Supplies,Paper,Xerox 1956,23.92,5,0.2,8.671,4.784
5522,CA-2020-117667,12/4/2020,12/9/2020,Standard Class,MS-17980,United States,19134,East,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,255.968,4,0.2,-28.7964,51.1936
5523,CA-2019-110982,6/5/2019,6/7/2019,First Class,CK-12205,United States,95051,West,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,21.552,6,0.2,7.0044,4.3104
5524,CA-2019-110982,6/5/2019,6/7/2019,First Class,CK-12205,United States,95051,West,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,4,0,15.7248,0
5525,CA-2019-147123,12/10/2019,12/12/2019,First Class,SJ-20125,United States,90805,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",80.28,12,0,36.9288,0
5526,CA-2020-154501,4/30/2020,5/5/2020,Standard Class,EA-14035,United States,90008,West,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,9.78,2,0,4.0098,0
5527,CA-2020-166933,4/24/2020,4/28/2020,Standard Class,MG-17890,United States,93101,West,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,1.81,1,0,0.6516,0
5528,CA-2018-142055,5/8/2018,5/10/2018,First Class,AB-10255,United States,10009,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,37.94,2,0,18.2112,0
5529,CA-2018-137106,3/31/2018,4/4/2018,Standard Class,SC-20260,United States,32216,South,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,79.96,5,0.2,27.986,15.992
5530,CA-2020-136609,8/6/2020,8/11/2020,Standard Class,TB-21355,United States,75104,Central,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,115.296,3,0.2,40.3536,23.0592
5531,CA-2020-160885,12/2/2020,12/6/2020,Standard Class,JK-16090,United States,68104,Central,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,2479.96,4,0,743.988,0
5532,US-2019-167472,6/6/2019,6/7/2019,First Class,CK-12595,United States,72209,South,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,179.94,6,0,75.5748,0
5533,US-2019-167472,6/6/2019,6/7/2019,First Class,CK-12595,United States,72209,South,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,26.85,3,0,5.1015,0
5534,US-2019-167472,6/6/2019,6/7/2019,First Class,CK-12595,United States,72209,South,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37,3,0,129.348,0
5535,US-2019-167472,6/6/2019,6/7/2019,First Class,CK-12595,United States,72209,South,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,59.94,3,0,28.1718,0
5536,US-2019-167472,6/6/2019,6/7/2019,First Class,CK-12595,United States,72209,South,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,64.14,3,0,30.7872,0
5537,US-2019-167472,6/6/2019,6/7/2019,First Class,CK-12595,United States,72209,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,11.67,3,0,5.6016,0
5538,US-2019-167472,6/6/2019,6/7/2019,First Class,CK-12595,United States,72209,South,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,12.96,2,0,6.2208,0
5539,CA-2018-120551,4/13/2018,4/20/2018,Standard Class,SS-20590,United States,68701,Central,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,17.43,3,0,8.0178,0
5540,US-2020-150595,5/22/2020,5/26/2020,Standard Class,LE-16810,United States,60653,Central,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,181.986,2,0.3,-54.5958,54.5958
5541,US-2020-150595,5/22/2020,5/26/2020,Standard Class,LE-16810,United States,60653,Central,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",1.592,2,0.8,-2.6268,1.2736
5542,US-2020-150595,5/22/2020,5/26/2020,Standard Class,LE-16810,United States,60653,Central,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,22.344,3,0.2,2.5137,4.4688
5543,CA-2019-134936,12/19/2019,12/25/2019,Standard Class,ES-14080,United States,85705,West,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97,6,0.5,-218.8656,227.985
5544,CA-2019-134936,12/19/2019,12/25/2019,Standard Class,ES-14080,United States,85705,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",10.44,6,0.7,-7.656,7.308
5545,CA-2019-134936,12/19/2019,12/25/2019,Standard Class,ES-14080,United States,85705,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5.214,2,0.7,-4.1712,3.6498
5546,CA-2020-102967,9/22/2020,9/26/2020,Standard Class,MG-17890,United States,3301,East,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",67.4,5,0,17.524,0
5547,CA-2020-151008,9/7/2020,9/8/2020,First Class,JM-16195,United States,84020,West,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,2,0,10.5672,0
5548,CA-2020-151008,9/7/2020,9/8/2020,First Class,JM-16195,United States,84020,West,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,126.56,4,0.2,47.46,25.312
5549,CA-2017-159800,11/28/2017,12/1/2017,First Class,SG-20470,United States,94109,West,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,43.68,3,0,11.7936,0
5550,CA-2017-159800,11/28/2017,12/1/2017,First Class,SG-20470,United States,94109,West,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,139.93,7,0,34.9825,0
5551,US-2017-159618,11/12/2017,11/16/2017,Standard Class,DB-12970,United States,77036,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,2.672,1,0.2,0.334,0.5344
5552,US-2017-159618,11/12/2017,11/16/2017,Standard Class,DB-12970,United States,77036,Central,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,16.656,6,0.2,-3.123,3.3312
5553,US-2017-159618,11/12/2017,11/16/2017,Standard Class,DB-12970,United States,77036,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512,3,0.2,20.8719,15.9024
5554,US-2017-159618,11/12/2017,11/16/2017,Standard Class,DB-12970,United States,77036,Central,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,36.288,7,0.2,12.7008,7.2576
5555,US-2017-159618,11/12/2017,11/16/2017,Standard Class,DB-12970,United States,77036,Central,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,67.9932,1,0.32,-12.9987,21.757824
5556,CA-2020-116113,10/2/2020,10/6/2020,Second Class,JW-15220,United States,36116,South,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",10.16,2,0,3.4544,0
5557,CA-2018-125066,12/14/2018,12/18/2018,Standard Class,KD-16495,United States,39212,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,6.16,2,0,1.9712,0
5558,CA-2018-125066,12/14/2018,12/18/2018,Standard Class,KD-16495,United States,39212,South,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2,0,15.764,0
5559,US-2018-114741,12/6/2018,12/10/2018,Standard Class,IL-15100,United States,89031,West,OFF-PA-10000048,Office Supplies,Paper,Xerox 20,6.48,1,0,3.1104,0
5560,US-2018-114741,12/6/2018,12/10/2018,Standard Class,IL-15100,United States,89031,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0,238.653,0
5561,US-2018-114741,12/6/2018,12/10/2018,Standard Class,IL-15100,United States,89031,West,OFF-LA-10004853,Office Supplies,Labels,Avery 483,14.94,3,0,6.8724,0
5562,CA-2020-133263,3/31/2020,4/2/2020,Second Class,JE-15610,United States,30318,South,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,34.54,1,0,17.27,0
5563,CA-2020-133263,3/31/2020,4/2/2020,Second Class,JE-15610,United States,30318,South,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2999.95,5,0,1439.976,0
5564,CA-2020-133263,3/31/2020,4/2/2020,Second Class,JE-15610,United States,30318,South,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,64.12,4,0,30.7776,0
5565,CA-2020-157966,3/13/2020,3/13/2020,Same Day,SU-20665,United States,60610,Central,OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers,19.456,4,0.2,2.1888,3.8912
5566,CA-2020-157966,3/13/2020,3/13/2020,Same Day,SU-20665,United States,60610,Central,TEC-MA-10002109,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",209.986,2,0.3,8.9994,62.9958
5567,CA-2020-157966,3/13/2020,3/13/2020,Same Day,SU-20665,United States,60610,Central,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",29.76,5,0.2,1.86,5.952
5568,CA-2020-157966,3/13/2020,3/13/2020,Same Day,SU-20665,United States,60610,Central,FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley,89.768,1,0.3,-2.5648,26.9304
5569,CA-2020-157966,3/13/2020,3/13/2020,Same Day,SU-20665,United States,60610,Central,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2,335.9944,191.9968
5570,CA-2020-157966,3/13/2020,3/13/2020,Same Day,SU-20665,United States,60610,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,15.552,3,0.2,5.6376,3.1104
5571,CA-2020-157966,3/13/2020,3/13/2020,Same Day,SU-20665,United States,60610,Central,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,34.36,1,0.2,-7.3015,6.872
5572,CA-2017-151162,12/5/2017,12/9/2017,Standard Class,EA-14035,United States,43229,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,98.376,3,0.2,35.6613,19.6752
5573,CA-2017-151162,12/5/2017,12/9/2017,Standard Class,EA-14035,United States,43229,East,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,29.94,4,0.7,-23.952,20.958
5574,CA-2017-151162,12/5/2017,12/9/2017,Standard Class,EA-14035,United States,43229,East,OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472,3,0.2,5.6784,3.4944
5575,CA-2017-151162,12/5/2017,12/9/2017,Standard Class,EA-14035,United States,43229,East,TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,36.738,1,0.4,-9.1845,14.6952
5576,CA-2017-151162,12/5/2017,12/9/2017,Standard Class,EA-14035,United States,43229,East,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,179.94,2,0.4,-44.985,71.976
5577,CA-2019-136686,12/12/2019,12/16/2019,Standard Class,RF-19840,United States,91104,West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",383.64,6,0,122.7648,0
5578,CA-2019-136686,12/12/2019,12/16/2019,Standard Class,RF-19840,United States,91104,West,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,56.52,3,0,15.8256,0
5579,CA-2020-137498,9/9/2020,9/14/2020,Second Class,LC-17050,United States,90004,West,OFF-AR-10003829,Office Supplies,Art,Newell 35,6.56,2,0,1.9024,0
5580,CA-2020-137498,9/9/2020,9/14/2020,Second Class,LC-17050,United States,90004,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,243.92,5,0.2,-15.245,48.784
5581,CA-2020-137498,9/9/2020,9/14/2020,Second Class,LC-17050,United States,90004,West,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,47.52,9,0,22.8096,0
5582,CA-2020-163818,10/4/2020,10/8/2020,Standard Class,PS-18970,United States,20735,East,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,19.98,1,0,8.5914,0
5583,CA-2019-161158,5/9/2019,5/13/2019,Standard Class,PS-18970,United States,10024,East,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,8,5,0,3.44,0
5584,CA-2017-116673,12/15/2017,12/19/2017,Second Class,JO-15280,United States,92037,West,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,6.16,2,0,1.9712,0
5585,CA-2020-105333,11/30/2020,12/4/2020,Standard Class,VP-21730,United States,10011,East,OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",83.56,4,0,1.6712,0
5586,CA-2020-105333,11/30/2020,12/4/2020,Standard Class,VP-21730,United States,10011,East,TEC-PH-10001468,Technology,Phones,Panasonic Business Telephones KX-T7736,546.06,3,0,163.818,0
5587,CA-2020-105333,11/30/2020,12/4/2020,Standard Class,VP-21730,United States,10011,East,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,269.49,3,0,5.3898,0
5588,CA-2018-149993,3/19/2018,3/20/2018,First Class,GA-14725,United States,93534,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,10.9,5,0,3.597,0
5589,CA-2017-168158,7/19/2017,7/24/2017,Standard Class,EM-14140,United States,59405,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096,2,0.2,2.2098,1.2192
